Estacion;Fecha;Hora;Carril 1 ligeros ;Carril 1 pesados;Carril 2 ligeros ;Carril 2 pesados;Carril 3 ligeros ;Carril 3 pesados;Carril 4 ligeros ;Carril 4 pesados;Carril 5 ligeros ;Carril 5 pesados;Carril 6 ligeros ;Carril 6 pesados
00001 ; 27/01/2025 ; 01:00 ; 00038 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00017 ; 00000 ; 00007 ; 00000 ; 00000 ; 00000
00001 ; 27/01/2025 ; 02:00 ; 00017 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00002 ; 00001 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 27/01/2025 ; 03:00 ; 00015 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 27/01/2025 ; 04:00 ; 00008 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00000 ; 00004 ; 00000 ; 00000 ; 00000
00001 ; 27/01/2025 ; 05:00 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00017 ; 00001 ; 00013 ; 00001 ; 00000 ; 00000
00001 ; 27/01/2025 ; 06:00 ; 00150 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00065 ; 00008 ; 00042 ; 00003 ; 00000 ; 00000
00001 ; 27/01/2025 ; 07:00 ; 00217 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00162 ; 00014 ; 00110 ; 00002 ; 00000 ; 00000
00001 ; 27/01/2025 ; 08:00 ; 00661 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00594 ; 00029 ; 00404 ; 00011 ; 00000 ; 00000
00001 ; 27/01/2025 ; 09:00 ; 00687 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00602 ; 00041 ; 00384 ; 00016 ; 00000 ; 00000
00001 ; 27/01/2025 ; 10:00 ; 00581 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00471 ; 00034 ; 00279 ; 00009 ; 00000 ; 00000
00001 ; 27/01/2025 ; 11:00 ; 00631 ; 00057 ; 00000 ; 00000 ; 00000 ; 00000 ; 00429 ; 00043 ; 00167 ; 00015 ; 00000 ; 00000
00001 ; 27/01/2025 ; 12:00 ; 00688 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000 ; 00440 ; 00021 ; 00206 ; 00009 ; 00000 ; 00000
00001 ; 27/01/2025 ; 13:00 ; 00705 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00485 ; 00027 ; 00189 ; 00009 ; 00000 ; 00000
00001 ; 27/01/2025 ; 14:00 ; 00735 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00502 ; 00021 ; 00224 ; 00009 ; 00000 ; 00000
00001 ; 27/01/2025 ; 15:00 ; 00813 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000 ; 00550 ; 00029 ; 00239 ; 00010 ; 00000 ; 00000
00001 ; 27/01/2025 ; 16:00 ; 00860 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00456 ; 00037 ; 00217 ; 00008 ; 00000 ; 00000
00001 ; 27/01/2025 ; 17:00 ; 00881 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000 ; 00576 ; 00022 ; 00252 ; 00010 ; 00000 ; 00000
00001 ; 27/01/2025 ; 18:00 ; 01151 ; 00032 ; 00000 ; 00000 ; 00000 ; 00000 ; 00691 ; 00026 ; 00245 ; 00014 ; 00000 ; 00000
00001 ; 27/01/2025 ; 19:00 ; 00926 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00613 ; 00022 ; 00223 ; 00006 ; 00000 ; 00000
00001 ; 27/01/2025 ; 20:00 ; 00623 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00440 ; 00019 ; 00154 ; 00006 ; 00000 ; 00000
00001 ; 27/01/2025 ; 21:00 ; 00427 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00279 ; 00010 ; 00105 ; 00004 ; 00000 ; 00000
00001 ; 27/01/2025 ; 22:00 ; 00254 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00167 ; 00008 ; 00074 ; 00005 ; 00000 ; 00000
00001 ; 27/01/2025 ; 23:00 ; 00172 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00092 ; 00005 ; 00026 ; 00002 ; 00000 ; 00000
00001 ; 27/01/2025 ; 24:00 ; 00041 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00024 ; 00003 ; 00011 ; 00001 ; 00000 ; 00000
00001 ; 28/01/2025 ; 01:00 ; 00020 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00001 ; 00008 ; 00000 ; 00000 ; 00000
00001 ; 28/01/2025 ; 02:00 ; 00014 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 28/01/2025 ; 03:00 ; 00009 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00000 ; 00002 ; 00001 ; 00000 ; 00000
00001 ; 28/01/2025 ; 04:00 ; 00004 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00002 ; 00001 ; 00001 ; 00000 ; 00000
00001 ; 28/01/2025 ; 05:00 ; 00022 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00001 ; 00011 ; 00001 ; 00000 ; 00000
00001 ; 28/01/2025 ; 06:00 ; 00148 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00052 ; 00003 ; 00034 ; 00000 ; 00000 ; 00000
00001 ; 28/01/2025 ; 07:00 ; 00251 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00171 ; 00014 ; 00106 ; 00003 ; 00000 ; 00000
00001 ; 28/01/2025 ; 08:00 ; 00653 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00596 ; 00037 ; 00422 ; 00010 ; 00000 ; 00000
00001 ; 28/01/2025 ; 09:00 ; 00698 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00619 ; 00050 ; 00353 ; 00013 ; 00000 ; 00000
00001 ; 28/01/2025 ; 10:00 ; 00584 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00414 ; 00031 ; 00225 ; 00010 ; 00000 ; 00000
00001 ; 28/01/2025 ; 11:00 ; 00670 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000 ; 00442 ; 00037 ; 00185 ; 00010 ; 00000 ; 00000
00001 ; 28/01/2025 ; 12:00 ; 00704 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00501 ; 00031 ; 00216 ; 00008 ; 00000 ; 00000
00001 ; 28/01/2025 ; 13:00 ; 00654 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00452 ; 00032 ; 00199 ; 00008 ; 00000 ; 00000
00001 ; 28/01/2025 ; 14:00 ; 00750 ; 00036 ; 00000 ; 00000 ; 00000 ; 00000 ; 00478 ; 00026 ; 00235 ; 00013 ; 00000 ; 00000
00001 ; 28/01/2025 ; 15:00 ; 00759 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00526 ; 00030 ; 00239 ; 00010 ; 00000 ; 00000
00001 ; 28/01/2025 ; 16:00 ; 00845 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000 ; 00487 ; 00031 ; 00215 ; 00005 ; 00000 ; 00000
00001 ; 28/01/2025 ; 17:00 ; 00948 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000 ; 00566 ; 00023 ; 00258 ; 00010 ; 00000 ; 00000
00001 ; 28/01/2025 ; 18:00 ; 01104 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000 ; 00617 ; 00033 ; 00229 ; 00014 ; 00000 ; 00000
00001 ; 28/01/2025 ; 19:00 ; 00899 ; 00030 ; 00000 ; 00000 ; 00000 ; 00000 ; 00572 ; 00021 ; 00216 ; 00008 ; 00000 ; 00000
00001 ; 28/01/2025 ; 20:00 ; 00602 ; 00022 ; 00000 ; 00000 ; 00000 ; 00000 ; 00427 ; 00019 ; 00147 ; 00007 ; 00000 ; 00000
00001 ; 28/01/2025 ; 21:00 ; 00424 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00292 ; 00010 ; 00105 ; 00004 ; 00000 ; 00000
00001 ; 28/01/2025 ; 22:00 ; 00236 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00146 ; 00010 ; 00089 ; 00004 ; 00000 ; 00000
00001 ; 28/01/2025 ; 23:00 ; 00174 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00103 ; 00006 ; 00028 ; 00001 ; 00000 ; 00000
00001 ; 28/01/2025 ; 24:00 ; 00067 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00020 ; 00003 ; 00009 ; 00001 ; 00000 ; 00000
00001 ; 29/01/2025 ; 01:00 ; 00029 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00018 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 29/01/2025 ; 02:00 ; 00011 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00000 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 29/01/2025 ; 03:00 ; 00012 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00001 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 29/01/2025 ; 04:00 ; 00008 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00001 ; 00004 ; 00000 ; 00000 ; 00000
00001 ; 29/01/2025 ; 05:00 ; 00025 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00001 ; 00011 ; 00001 ; 00000 ; 00000
00001 ; 29/01/2025 ; 06:00 ; 00143 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00058 ; 00003 ; 00039 ; 00002 ; 00000 ; 00000
00001 ; 29/01/2025 ; 07:00 ; 00261 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00192 ; 00009 ; 00120 ; 00003 ; 00000 ; 00000
00001 ; 29/01/2025 ; 08:00 ; 00653 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00596 ; 00031 ; 00411 ; 00013 ; 00000 ; 00000
00001 ; 29/01/2025 ; 09:00 ; 00700 ; 00050 ; 00000 ; 00000 ; 00000 ; 00000 ; 00585 ; 00040 ; 00382 ; 00018 ; 00000 ; 00000
00001 ; 29/01/2025 ; 10:00 ; 00615 ; 00053 ; 00000 ; 00000 ; 00000 ; 00000 ; 00432 ; 00038 ; 00234 ; 00013 ; 00000 ; 00000
00001 ; 29/01/2025 ; 11:00 ; 00624 ; 00070 ; 00000 ; 00000 ; 00000 ; 00000 ; 00429 ; 00030 ; 00205 ; 00010 ; 00000 ; 00000
00001 ; 29/01/2025 ; 12:00 ; 00707 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00421 ; 00041 ; 00192 ; 00016 ; 00000 ; 00000
00001 ; 29/01/2025 ; 13:00 ; 00683 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00474 ; 00027 ; 00197 ; 00009 ; 00000 ; 00000
00001 ; 29/01/2025 ; 14:00 ; 00744 ; 00034 ; 00000 ; 00000 ; 00000 ; 00000 ; 00574 ; 00032 ; 00226 ; 00010 ; 00000 ; 00000
00001 ; 29/01/2025 ; 15:00 ; 00727 ; 00036 ; 00000 ; 00000 ; 00000 ; 00000 ; 00487 ; 00032 ; 00225 ; 00007 ; 00000 ; 00000
00001 ; 29/01/2025 ; 16:00 ; 00851 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00506 ; 00026 ; 00226 ; 00006 ; 00000 ; 00000
00001 ; 29/01/2025 ; 17:00 ; 00920 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00541 ; 00022 ; 00240 ; 00014 ; 00000 ; 00000
00001 ; 29/01/2025 ; 18:00 ; 01112 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00651 ; 00025 ; 00276 ; 00010 ; 00000 ; 00000
00001 ; 29/01/2025 ; 19:00 ; 00860 ; 00024 ; 00000 ; 00000 ; 00000 ; 00000 ; 00601 ; 00020 ; 00217 ; 00009 ; 00000 ; 00000
00001 ; 29/01/2025 ; 20:00 ; 00640 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00446 ; 00019 ; 00130 ; 00005 ; 00000 ; 00000
00001 ; 29/01/2025 ; 21:00 ; 00398 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00316 ; 00012 ; 00103 ; 00006 ; 00000 ; 00000
00001 ; 29/01/2025 ; 22:00 ; 00275 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00172 ; 00011 ; 00074 ; 00003 ; 00000 ; 00000
00001 ; 29/01/2025 ; 23:00 ; 00183 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00115 ; 00006 ; 00036 ; 00000 ; 00000 ; 00000
00001 ; 29/01/2025 ; 24:00 ; 00068 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00046 ; 00003 ; 00018 ; 00001 ; 00000 ; 00000
00001 ; 30/01/2025 ; 01:00 ; 00018 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00002 ; 00004 ; 00000 ; 00000 ; 00000
00001 ; 30/01/2025 ; 02:00 ; 00032 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00000 ; 00008 ; 00000 ; 00000 ; 00000
00001 ; 30/01/2025 ; 03:00 ; 00009 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00000 ; 00007 ; 00000 ; 00000 ; 00000
00001 ; 30/01/2025 ; 04:00 ; 00009 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000
00001 ; 30/01/2025 ; 05:00 ; 00019 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00001 ; 00013 ; 00001 ; 00000 ; 00000
00001 ; 30/01/2025 ; 06:00 ; 00154 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00059 ; 00002 ; 00044 ; 00001 ; 00000 ; 00000
00001 ; 30/01/2025 ; 07:00 ; 00240 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00149 ; 00009 ; 00118 ; 00003 ; 00000 ; 00000
00001 ; 30/01/2025 ; 08:00 ; 00655 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000 ; 00557 ; 00042 ; 00411 ; 00012 ; 00000 ; 00000
00001 ; 30/01/2025 ; 09:00 ; 00857 ; 00051 ; 00000 ; 00000 ; 00000 ; 00000 ; 00553 ; 00038 ; 00400 ; 00014 ; 00000 ; 00000
00001 ; 30/01/2025 ; 10:00 ; 00649 ; 00053 ; 00000 ; 00000 ; 00000 ; 00000 ; 00445 ; 00033 ; 00244 ; 00009 ; 00000 ; 00000
00001 ; 30/01/2025 ; 11:00 ; 00562 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000 ; 00394 ; 00042 ; 00170 ; 00012 ; 00000 ; 00000
00001 ; 30/01/2025 ; 12:00 ; 00688 ; 00050 ; 00000 ; 00000 ; 00000 ; 00000 ; 00430 ; 00029 ; 00196 ; 00014 ; 00000 ; 00000
00001 ; 30/01/2025 ; 13:00 ; 00652 ; 00046 ; 00000 ; 00000 ; 00000 ; 00000 ; 00465 ; 00028 ; 00176 ; 00009 ; 00000 ; 00000
00001 ; 30/01/2025 ; 14:00 ; 00757 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00520 ; 00019 ; 00223 ; 00005 ; 00000 ; 00000
00001 ; 30/01/2025 ; 15:00 ; 00797 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00561 ; 00029 ; 00228 ; 00008 ; 00000 ; 00000
00001 ; 30/01/2025 ; 16:00 ; 00857 ; 00049 ; 00000 ; 00000 ; 00000 ; 00000 ; 00479 ; 00030 ; 00208 ; 00006 ; 00000 ; 00000
00001 ; 30/01/2025 ; 17:00 ; 00919 ; 00037 ; 00000 ; 00000 ; 00000 ; 00000 ; 00562 ; 00031 ; 00255 ; 00007 ; 00000 ; 00000
00001 ; 30/01/2025 ; 18:00 ; 01108 ; 00038 ; 00000 ; 00000 ; 00000 ; 00000 ; 00664 ; 00028 ; 00240 ; 00010 ; 00000 ; 00000
00001 ; 30/01/2025 ; 19:00 ; 00796 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00585 ; 00020 ; 00215 ; 00011 ; 00000 ; 00000
00001 ; 30/01/2025 ; 20:00 ; 00604 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00496 ; 00017 ; 00185 ; 00006 ; 00000 ; 00000
00001 ; 30/01/2025 ; 21:00 ; 00358 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00247 ; 00010 ; 00104 ; 00005 ; 00000 ; 00000
00001 ; 30/01/2025 ; 22:00 ; 00255 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00160 ; 00011 ; 00081 ; 00003 ; 00000 ; 00000
00001 ; 30/01/2025 ; 23:00 ; 00219 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00114 ; 00006 ; 00033 ; 00001 ; 00000 ; 00000
00001 ; 30/01/2025 ; 24:00 ; 00477 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00050 ; 00003 ; 00019 ; 00001 ; 00000 ; 00000
00001 ; 31/01/2025 ; 01:00 ; 00052 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00027 ; 00003 ; 00006 ; 00000 ; 00000 ; 00000
00001 ; 31/01/2025 ; 02:00 ; 00025 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00000 ; 00004 ; 00000 ; 00000 ; 00000
00001 ; 31/01/2025 ; 03:00 ; 00017 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00000 ; 00005 ; 00001 ; 00000 ; 00000
00001 ; 31/01/2025 ; 04:00 ; 00008 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000
00001 ; 31/01/2025 ; 05:00 ; 00032 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00013 ; 00003 ; 00018 ; 00000 ; 00000 ; 00000
00001 ; 31/01/2025 ; 06:00 ; 00138 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00062 ; 00004 ; 00028 ; 00001 ; 00000 ; 00000
00001 ; 31/01/2025 ; 07:00 ; 00251 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00193 ; 00012 ; 00125 ; 00002 ; 00000 ; 00000
00001 ; 31/01/2025 ; 08:00 ; 00621 ; 00048 ; 00000 ; 00000 ; 00000 ; 00000 ; 00568 ; 00033 ; 00361 ; 00010 ; 00000 ; 00000
00001 ; 31/01/2025 ; 09:00 ; 00641 ; 00053 ; 00000 ; 00000 ; 00000 ; 00000 ; 00583 ; 00041 ; 00364 ; 00016 ; 00000 ; 00000
00001 ; 31/01/2025 ; 10:00 ; 00652 ; 00056 ; 00000 ; 00000 ; 00000 ; 00000 ; 00416 ; 00042 ; 00253 ; 00020 ; 00000 ; 00000
00001 ; 31/01/2025 ; 11:00 ; 00632 ; 00061 ; 00000 ; 00000 ; 00000 ; 00000 ; 00437 ; 00036 ; 00179 ; 00009 ; 00000 ; 00000
00001 ; 31/01/2025 ; 12:00 ; 00753 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000 ; 00533 ; 00032 ; 00232 ; 00010 ; 00000 ; 00000
00001 ; 31/01/2025 ; 13:00 ; 00810 ; 00050 ; 00000 ; 00000 ; 00000 ; 00000 ; 00526 ; 00028 ; 00211 ; 00014 ; 00000 ; 00000
00001 ; 31/01/2025 ; 14:00 ; 00807 ; 00035 ; 00000 ; 00000 ; 00000 ; 00000 ; 00521 ; 00027 ; 00234 ; 00007 ; 00000 ; 00000
00001 ; 31/01/2025 ; 15:00 ; 01083 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00619 ; 00028 ; 00277 ; 00008 ; 00000 ; 00000
00001 ; 31/01/2025 ; 16:00 ; 00991 ; 00050 ; 00000 ; 00000 ; 00000 ; 00000 ; 00537 ; 00021 ; 00252 ; 00007 ; 00000 ; 00000
00001 ; 31/01/2025 ; 17:00 ; 00884 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00576 ; 00025 ; 00247 ; 00008 ; 00000 ; 00000
00001 ; 31/01/2025 ; 18:00 ; 00951 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00596 ; 00029 ; 00223 ; 00008 ; 00000 ; 00000
00001 ; 31/01/2025 ; 19:00 ; 00834 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00542 ; 00019 ; 00220 ; 00006 ; 00000 ; 00000
00001 ; 31/01/2025 ; 20:00 ; 00654 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00459 ; 00013 ; 00154 ; 00005 ; 00000 ; 00000
00001 ; 31/01/2025 ; 21:00 ; 00486 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00332 ; 00012 ; 00115 ; 00003 ; 00000 ; 00000
00001 ; 31/01/2025 ; 22:00 ; 00330 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00200 ; 00011 ; 00075 ; 00003 ; 00000 ; 00000
00001 ; 31/01/2025 ; 23:00 ; 00191 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00144 ; 00008 ; 00048 ; 00001 ; 00000 ; 00000
00001 ; 31/01/2025 ; 24:00 ; 00124 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00071 ; 00004 ; 00027 ; 00001 ; 00000 ; 00000
00001 ; 01/02/2025 ; 01:00 ; 00072 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00053 ; 00006 ; 00017 ; 00002 ; 00000 ; 00000
00001 ; 01/02/2025 ; 02:00 ; 00035 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00002 ; 00009 ; 00002 ; 00000 ; 00000
00001 ; 01/02/2025 ; 03:00 ; 00024 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00002 ; 00005 ; 00003 ; 00000 ; 00000
00001 ; 01/02/2025 ; 04:00 ; 00016 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00003 ; 00005 ; 00002 ; 00000 ; 00000
00001 ; 01/02/2025 ; 05:00 ; 00025 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00007 ; 00005 ; 00005 ; 00004 ; 00000 ; 00000
00001 ; 01/02/2025 ; 06:00 ; 00060 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00029 ; 00002 ; 00012 ; 00000 ; 00000 ; 00000
00001 ; 01/02/2025 ; 07:00 ; 00060 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00043 ; 00003 ; 00026 ; 00002 ; 00000 ; 00000
00001 ; 01/02/2025 ; 08:00 ; 00121 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00078 ; 00011 ; 00067 ; 00006 ; 00000 ; 00000
00001 ; 01/02/2025 ; 09:00 ; 00201 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00114 ; 00011 ; 00079 ; 00006 ; 00000 ; 00000
00001 ; 01/02/2025 ; 10:00 ; 00305 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00224 ; 00012 ; 00108 ; 00005 ; 00000 ; 00000
00001 ; 01/02/2025 ; 11:00 ; 00519 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00297 ; 00014 ; 00119 ; 00004 ; 00000 ; 00000
00001 ; 01/02/2025 ; 12:00 ; 00731 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00429 ; 00010 ; 00180 ; 00006 ; 00000 ; 00000
00001 ; 01/02/2025 ; 13:00 ; 00729 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00507 ; 00012 ; 00174 ; 00005 ; 00000 ; 00000
00001 ; 01/02/2025 ; 14:00 ; 00643 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00451 ; 00015 ; 00176 ; 00004 ; 00000 ; 00000
00001 ; 01/02/2025 ; 15:00 ; 00434 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00316 ; 00014 ; 00117 ; 00007 ; 00000 ; 00000
00001 ; 01/02/2025 ; 16:00 ; 00401 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00250 ; 00006 ; 00103 ; 00003 ; 00000 ; 00000
00001 ; 01/02/2025 ; 17:00 ; 00449 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00331 ; 00009 ; 00133 ; 00004 ; 00000 ; 00000
00001 ; 01/02/2025 ; 18:00 ; 00633 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00373 ; 00009 ; 00150 ; 00004 ; 00000 ; 00000
00001 ; 01/02/2025 ; 19:00 ; 00652 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00456 ; 00009 ; 00158 ; 00004 ; 00000 ; 00000
00001 ; 01/02/2025 ; 20:00 ; 00583 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00415 ; 00009 ; 00122 ; 00004 ; 00000 ; 00000
00001 ; 01/02/2025 ; 21:00 ; 00471 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00375 ; 00009 ; 00113 ; 00005 ; 00000 ; 00000
00001 ; 01/02/2025 ; 22:00 ; 00283 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00213 ; 00009 ; 00063 ; 00004 ; 00000 ; 00000
00001 ; 01/02/2025 ; 23:00 ; 00195 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00124 ; 00006 ; 00032 ; 00001 ; 00000 ; 00000
00001 ; 01/02/2025 ; 24:00 ; 00139 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00101 ; 00008 ; 00024 ; 00001 ; 00000 ; 00000
00001 ; 02/02/2025 ; 01:00 ; 00112 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00047 ; 00006 ; 00015 ; 00002 ; 00000 ; 00000
00001 ; 02/02/2025 ; 02:00 ; 00052 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00051 ; 00007 ; 00007 ; 00002 ; 00000 ; 00000
00001 ; 02/02/2025 ; 03:00 ; 00026 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00005 ; 00013 ; 00002 ; 00000 ; 00000
00001 ; 02/02/2025 ; 04:00 ; 00021 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00003 ; 00009 ; 00002 ; 00000 ; 00000
00001 ; 02/02/2025 ; 05:00 ; 00028 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00001 ; 00014 ; 00002 ; 00000 ; 00000
00001 ; 02/02/2025 ; 06:00 ; 00042 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00003 ; 00015 ; 00001 ; 00000 ; 00000
